artist_ida;artist_idb;cuenta
"mint royale";"the chemical brothers";4
mintjam;"capcom sound team";2
minty;"amen andrews";1
"minty fresh beats";"alif tree";1
mintzkov;aaron;1
"mintzkov luna";"iron & wine";1
minuit;"16 bit";1
"minuit guibolles";"bloc party";1
minus;2562;1
"minus 8";de-phazz;7
"minus pilots";beirut;1
"minus story";"a place to bury strangers";1
"minus the bear";"death cab for cutie";25
"minus vince";m.i.a.;1
minusbaby;trash80;2
minushuman;"another messiah";1
minutemen;fugazi;12
minx;air;1
miocene;incubus;1
miodio;"green day";1
miossec;muse;3
"miou miou";deerhoof;1
"miquel gil";"alice coltrane";1
"miquel pujado";"belle and sebastian";1
"miqui puig";fangoria;2
mir;apocalyptica;1
mira;"depeche mode";2
"mira calix";bonobo;3
"mira craig";"amy winehouse";1
"mirabela dauer";"amy macdonald";1
mirabilis;"amanda palmer";1
"miracle chosuke";"the decemberists";1
"miracle fortress";beirut;3
"miracle legion";"black rebel motorcycle club";1
"miracle of 86";"animal collective";1
"miracle workers";"? and the mysterians";1
miraculix;"ananda shake";1
mirador;"absurd minds";1
mirafiori;aberdeen;1
mirage;d'espairsray;1
mirageman;"love psychedelico";1
mirah;"broken social scene";16
"mirah and spectratone international";"16 horsepower";1
"mirah with the black cat orchestra";aavikko;1
"mirami kuribayashi";akb48;1
"miran rudan";"jon bon jovi";1
miranda;"andrés calamaro";3
"miranda cosgrove";"britney spears";2
"miranda july";"brand new";1
"miranda lambert";"kenny chesney";3
"miranda lee richards";"all saints";1
"miranda sex garden";qntal;3
"miranda stone";"bud light presents";1
"miranda warning";"la oreja de van gogh";2
miranda!;madonna;6
mirazh;alphaville;1
"mircea baniciu";ac/dc;1
"mircea vintila";"bright eyes";1
"mirco de govia";"above & beyond";2
"mirco menna";"Édith piaf";1
"mireille mathieu";madonna;2
mirela;[unknown];1
"mirella freni";"mario del monaco";1
"miri ben-ari";outkast;2
"miri mesika";"amy winehouse";1
miriam;apulanta;1
"miriam makeba";"aretha franklin";2
"miriam stockley";"30 seconds to mars";1
miriodor;"jethro tull";3
mirkelam;göksel;2
"mirko loko";"depeche mode";1
miro;afterlife;2
"miro pajic";a-ha;1
"miro Žbirka";anthrax;1
miroque;goldmund;1
"miroslav ilic";"50 cent";1
"miroslav vitous";"anouar brahem";1
"miroslav Žbirka";feist;1
"mirosław czyżykiewicz";akurat;1
"mirosław czyżykiewicz, hadrian tabęcki, jacek bończyk";"basia stępniak-wilk";1
mirror;65daysofstatic;1
"mirror mirror";"bob log iii";1
"mirror of deception";"saint vitus";2
"mirror system";"17 hippies";1
mirrors;monoshock;1
mirrorthrone;"blind guardian";2
mirwais;justice;2
mirza;"axel rudi pell";1
mirzadeh;anathema;1
mis-teeq;"a shoreline dream";1
misa;"a perfect circle";1
"misa criolla";enigma;1
misanthrop;break;2
misanthrope;"septic flesh";2
misanthropy;"akira yamaoka";1
misantrophe;admirabilis;1
"misao senbongi, shusaku uchiyama";"billy talent";1
misato;shiho;1
"misato aki";"billy idol";1
misc;4hero;1
"mischa daniels";dido;1
"mischa maisky";"black ox orkestar";1
"mischief brew";"against me!";4
misconduct;nofx;2
"miserable faith";"bad sector";1
miseration;metallica;2
"miserere luminis";"amon amarth";1
misericordiam;"despised icon";6
misery;"mournful congregation";2
"misery inc.";"sonata arctica";2
"misery index";behemoth;4
"misery loves co.";"a perfect circle";1
"misery signals";"bring me the horizon";5
"misery speaks";caliban;2
miserylab;"carter the unstoppable sex machine";1
misfits;ramones;34
"mish mash";k;1
misha;adult.;1
"misha omar";adam;1
"misha segal";"arctic monkeys";1
"mishi donovan";"verdell primeaux";2
mishima;"death cab for cutie";3
mishka;air;1
misia;boa;2
"miŠÍk vladimír";"jana kirschner";1
"misja helsloot";"astral projection";1
miskate;"marek hemmann";1
"misled children";"alela diane";1
"mišo kovač";"arsen dedic";1
misono;gorillaz;2
misophone;"get well soon";2
"misora hibari";fairuz;1
"miss alex white and the red orchestra";bbq;1
"miss angie";"catherine wheel";1
"miss black america";"beastie boys";1
"miss caffeina";despistaos;2
"miss cmy";"amorphous androgynous";1
"miss construction";rammstein;3
"miss crazy";artillery;1
"miss derringer";"amanda palmer";1
"miss destiny";"armin van buuren";1
"miss dinky";"aes dana";1
"miss djax";"base alert";1
"miss dominique";[unknown];1
"miss eighty 6";"e.s. posthumus";1
"miss fitz";"booka shade";2
"miss groovy";"3 steps ahead";1
"miss jane";evanescence;2
"miss jones";basia;1
"miss kittin";ladytron;9
"miss kittin & the hacker";"massive attack";4
"miss li";"veronica maggio";6
"miss may i";blessthefall;1
"miss monday";"black star";1
"miss montreal";"billy joel";1
"miss nine";bedrock;1
"miss platnum";air;1
"miss redflower";eye-d;1
"miss saigon";"joshua radin";2
"miss shiva";[unknown];1
"miss sin";santana;1
"miss the occupier";"blake babies";1
"miss universum";accept;1
"miss violetta beauregarde";autechre;1
"missa johnouchi";"art mengo";1
"missa mercuria";ayreon;1
"missalina rei";"aliene maφriage";1
missbrukarna;"crystal stilts";1
"missent to denmark";adele;1
"missile girl scoot";"black sabbath";1
missill;[unknown];1
missing;"guns n' roses";1
"missing 23rd";"good riddance";1
"missing heart";"andrew lloyd webber";1
"missing persons";"the psychedelic furs";2
"mission of burma";"dinosaur jr.";5
"mississippi fred mcdowell";"miles davis";2
"mississippi john hurt";"johnny cash";4
"mississippi mass choir";air;1
missouri;"belle and sebastian";1
"missratener sohn";"alien produkt";1
"misstress barbara";agoria;1
misstrip;"agua de annique";1
"missy elliott";"justin timberlake";16
"missy higgins";coldplay;8
mist;beirut;1
"mist of rouge";baiser;1
mist:i:cal;commix;1
"mista vybe";"maximus dan";1
mistabishi;commix;3
"mistah f.a.b.";2pac;1
"mistaken element";1980;1
"mister bond";311;1
"mister dj";"al core";1
"mister electric demon";[unknown];1
"mister gang";"angélique kidjo";1
"mister k.";[unknown];1
"mister lee";masters;1
"mister monster";"the crimson ghosts";2
"mister t & demon ritchie";"bob marley";1
"mister x.";"alton ellis";1
misteria;anathema;1
mistical;logistics;3
"mistigo varggoth darkestra";blodarv;1
"mistle thrush";pixies;1
mistreat;abba;1
mistress;"rotten sound";2
mistur;"diablo swing orchestra";1
"misty blue";"cẩm ly";1
"misty edwards";"imogen heap";2
"misty in roots";"amy winehouse";2
"misty river";"bon jovi";1
"misty roses";"fitness forever";1
"misty's big adventure";"black moth super rainbow";1
"mistys big adventure";"amp fiddler";1
mit;metronomy;2
"mit logarhythms";"american hi-fi";1
"mitch & mickey";"ben folds";1
"mitch & mitch";[unknown];1
"mitch benn";"cretu and thiers";1
"mitch benn and the distractions";"all about eve";1
"mitch easter";"20 minute loop";1
"mitch fatel";"dave attell";2
"mitch hedberg";"the rolling stones";6
"mitch malloy";ac/dc;1
"mitch mcvicker";"jennifer knapp";1
"mitch ryder";"bruce springsteen";1
"mitch ryder & the detroit wheels";"between the buried and me";1
"mitchel musso";"ashlee simpson";1
mitchell;air;1
"mitchell akiyama";aavikko;1
"mitchy slick";"above the law";1
miten;ac/dc;1
"miten with deva premal";"benny benassi";1
mitesers;"arctic monkeys";1
mithoon;"bon jovi";1
"mithoon & pankaj awasthi";coldplay;1
mithotyn;ensiferum;6
mithras;nile;3
mitochondrion;!t.o.o.h.!;1
"mitoka samba";"arnaldo antunes";1
mitsoura;"amadou & mariam";1
"mitsuko uchida";"dream theater";1
"mitsumune nobuyoshi";"air formation";1
"mitsumune shinkichi";"dir en grey";2
mitsuruggy;113;1
"mitsuto suzuki";"oblivion dust";1
mittagspause;"die arschgefickten gummizofen";1
"mittelstandskinder ohne strom";amd;1
"mitty collier";"doris duke";1
mityx;"inner circle";1
miucha;"maria rita";1
"miucha & antonio carlos jobim";coldplay;1
miura;deasonika;1
miusha;"aes dana";1
miwon;"anduin + jasper tx";1
mix;"a traitor like judas";1
"mix master mike";"invisibl skratch piklz";2
"mix speaker's,inc.";176biz;1
"mixalis xatzigiannis";"emilíana torrini";2
mixed;afu-ra;1
"mixed emotions";"david fonseca";1
"mixel pixel";"animal collective";1
mixeri;cascada;1
mixhell;"basswood dollies";1
"mixmaster morris";altz;1
"mixmaster morris / jonah sharp";"grace jones";1
"mixtapes & cellmates";"animal collective";1
miyagi;"the rakes";2
"miyake hiromi";lyn;1
"miyake jun";"bad brains";1
"miyamoto shunichi";goldfrapp;1
miyavi;"moi dix mois";4
"miyazaki ui";nightmare;1
"miyoko kobayashi & masanori hiki";"eleventh he reaches london";1
"miyuki hashimoto";asriel;1
"miyuki sawashiro";aice5;1
miz;"50 cent";1
mizan;beirut;1
"mizuta naoshi";crematory;1
"mizutani hiromi";"cherry filter";1
"mısırlı ahmet";"ali farka touré";1
mj;beyoncé;1
"mj cole";"basement jaxx";2
"mj hibbett & the validators";abba;1
mjg;az;1
mjölner;hammerfall;1
mjölnir;ac/dc;1
mjut;coldplay;1
"mk ultra";"belle and sebastian";1
mk-ultra;"lack of interest";2
"mlada fronta";laibach;2
"mladen grdovic";[unknown];1
"mlle caro & franck garcia";agf/delay;1
mlo;antix;1
mm;"böhse onkelz";1
"mm project";"dani fiesta";1
"mnaga & zdorp";"arctic monkeys";1
"mnaga a zdorp";audioslave;2
mnemic;soulfly;7
mnemonic;snowgoons;3
mnogotochie;2pac;1
"mnozil brass";"art tatum";1
"mo b. dick";"dizzee rascal";1
"mo horizons";"thievery corporation";7
"mo shic";"adrian sherwood";1
"mo thugs";"a tribe called quest";1
mo-dettes;#poundsign#;1
mo-do;activ;1
"mo' horizons";de-phazz;5
"mo' jones";aida;1
"mo'some tonebender";65daysofstatic;2
mo*ho*bish*o*pi;"billy bragg";1
mo´horizons;"air liquide";1
móa;björk;1
"moacir santos";"gilberto gil";2
"moacyr luz";"bill evans";1
"moar levi";"alex m.o.r.p.h.";1
mob;"let's go bowling";1
"mob 47";"bad brains";2
"mob rules";"blind guardian";2
"mobb deep";nas;19
"mobbade barn med automatvapen";"abramis brama";1
mobbing;anastacia;1
mobile;"snow patrol";3
"mobile homes";"colony 5";1
"mobin master";"creedence clearwater revival";1
"mobius band";akcent;1
moby;coldplay;102
"moby dick";pokolgép;2
"moby grape";"bert jansch";2
moca;"bob baldwin";1
mocca;"my little airport";2
moccasin;ahkmed;1
"mocean worker";"30 seconds to mars";1
mocedades;"31 minutos";1
mochipet;"aphex twin";2
mock;[unknown];1
"mock & toof";autechre;1
"mock orange";apogee;1
"mock turtle soup";brocelïande;1
mockingbirds;faces;1
mocky;coldplay;2
"mod flanders conspiracy";autechre;1
moda;"arctic monkeys";1
modaji;burial;1
"mode plagal";"black uhuru";1
model;athena;1
"model 500";"carl craig";2
"model photographer";"black moth super rainbow";1
"modell andante";sting;1
models;adorable;1
"modena city ramblers";"pink floyd";4
"moder jords massiva";"50 hertz";1
moderat;burial;4
"moderat likvidation";"asta kask";1
moderato;bliss;1
moderatto;"alejandro fernández";2
"modern blues band";"al di meola";1
"modern cubism";"front 242";1
"modern english";air;1
"modern eon";abwärts;1
"modern jazz quartet";"bill evans trio";2
"modern life is war";bane;5
"modern machines";"catholic boys";1
"modern skirts";"band of horses";1
"modern talking";enigma;5
modernaire;"arctic monkeys";1
moderndog;mild;2
moderne;"deutsch amerikanische freundschaft";1
modeselektor;"aphex twin";10
"modest mouse";radiohead;117
"modest mouse & 764-hero";"dj krush & toshinori kondo";1
"modest moussorgsky";"death cab for cutie";1
"modest petrovich mussorgsky";"gustav mahler";3
"modeste moussorgski";clawfinger;1
"modestia aparte";"la oreja de van gogh";2
modex;833-45;1
"modey lemon";"...and you will know us by the trail of dead";1
modico;chumbawamba;1
"modified motion";"serial killaz";1
modill;"das efx";1
modjo;"daft punk";6
"modo antiquo";"franz schubert";2
"modré hory";"aphex twin";1
mods;10cc;1
modul;2sleepy;1
modular;justice;1
modulate;combichrist;4
modulation;"30 seconds to mars";1
module;"apollo 440";1
"modulo 1000";"eldridge holmes";1
modus;"ahmad jamal trio";1
modwheelmood;"marilyn manson";3
moe;"ben harper";1
"moe bandy";"bill anderson";1
"moe moe";"bill evans";1
moe.;phish;5
moebius;harmonia;1
"moebius & plank";"burnt friedman & jaki liebezeit";1
moein;coldplay;1
moenia;coldplay;2
moev;"nine inch nails";2
moëvöt;"another cell";1
mofo;"dzelzs vilks";2
mofro;"jack johnson";2
mögel;frost;1
mógil;low;1
mogollar;apocalyptica;1
moguai;deadmau5;2
"moguai & tocadisco";"above & beyond vs andy moor";1
mogul;apron;1
"mogul thrash";"emerson, lake & palmer";1
mogwai;radiohead;65
moha!;2562;1
mohabbatein;"a.r. rahman";1
mohair;dananananaykroyd;1
"mohamed abdel wahab";"andrew vasquez";1
"mohamed ali";babyface;1
"mohamed fouad";"julia boutros";2
"mohamed hamaki";alabina;1
"mohamed mohie";boston;1
"mohamed mounir";"air supply";1
"mohammad reza shajarian";"amy macdonald";1
"mohammed ali";almedal;1
"mohammed el-bakkar";"andrew birds bowl of fire";1
"mohammed rafi";"kishore kumar";3
"mohammed reza shadjarian";james;1
"mohammed reza shajarian";"elliot goldenthal";1
"mohd rafi & lata mangeshkar";"jagjit kaur";1
mohicans;"aaron carter";1
mohinder;"algernon cadwallader";1
"mohit chauhan";[unknown];1
moho;"agua de annique";1
"mohsen namjoo";[unknown];1
moi;"high tone";1
"moi caprice";"the beatles";2
"moi dix mois";gackt;8
"moimir papalescu";"don davis";1
"moimir papalescu & the nihilists";"beastie boys";1
moinho;"alexandre pires";1
moira;björk;1
"moira smiley & voco";"leonard cohen";1
moist;"fall out boy";2
moistboyz;"beastie boys";1
"moja reč";bpm;1
mojado;hybrid;2
"mojave 3";slowdive;5
mojiganga;"the offspring";2
"mojinos escozios";"dire straits";2
mojo;aqua;1
"mojo blues band";"bruce springsteen & the e street band";1
"mojo club";"bag raiders";1
"mojo nixon";"angelic upstarts";1
"mojo project";"linkin park";2
"mojo risin";ac/dc;1
mojoe;air;1
mojofly;america;1
mok;"50 cent";1
moka;"senju akira";1
"moka only";"the game";2
mokadelic;"b. fleischmann";1
mokadi;"french teen idol";1
moke;"the kooks";2
moker;"amon amarth";1
mokira;fennesz;2
mokless';atk;1
mokoma;rammstein;8
moksha;"amy macdonald";2
molasses;"godspeed you! black emperor";2
mold;atb;1
mole;"the strokes";2
"mole harness";"haruka nakamura";1
molecul;"in flames";2
molecule;"aaron spectre";1
moleculez;hellfish;1
molejo;"adriana calcanhotto";1
molella;"bob sinclar";2
molemen;"aesop rock";2
molesta;grammatik;4
molested;inquisition;1
"molia falls";"andy mckee";1
"molitov cocktail";parazitii;1
"moll'e node";kat-tun;1
"möller, willemark & gudmundson";abba;1
"mollly hatchet";"bob dylan";1
"molly hatchet";kiss;2
"molly johnson";"norah jones";3
"molly sandén";"gary moore";1
"molly zenobia";"angels of venice";1
"mollys revenge";"arcade fire";1
moloch;agonoize;1
molodoï;"dropkick murphys";1
moloko;"massive attack";33
molotov;"rage against the machine";7
"molotov jive";"the killers";3
"molotov solution";"annotations of an autopsy";3
"molotow soda";"8°6 crew";1
"molr drammaz";metallica;1
moltheni;radiohead;3
mom;"the smiths";1
mombasa;"angá diaz";1
mombojó;"móveis coloniais de acaju";6
mombus;[unknown];1
"moment of truth";"28 days";1
"momma gravy";amorphis;1
"mommy and daddy";"amon tobin";1
momo;avantasia;1
"momoi haruko & nogawa sakura";lunar;2
momus;"david bowie";3
mon;"belen arjona";1
"mon côté punk";"admiral t";1
"mon dragon";"benny page";1
"mon frere";"abney park";1
"mon rivera";"lord melody";1
"mon roe";boysetsfire;1
mona;atmosphere;1
"mona carita";asa;1
"mona lisa";"britney spears";1
"mona mur";"elliott smith";1
monaco;"camera obscura";2
monade;"david bowie";1
monako;"avril lavigne";1
monalisa;"breaking benjamin";1
monarch;onerepublic;1
monarco;"belle and sebastian";1
monareta;afroreggae;1
monarque;"abominable putridity";1
"monasteries of france";"full intention";1
"monchi y alexandra";"el potro de sinaloa";1
"monchy & alexandra";"air supply";1
"monchy y alexandra";"enter shikari";1
"monday kiz";"epik high";3
"monday morning";"all time low";1
"monde yeux";"nikola sarcevic";1
mondialito;"baiba skride";1
mondkopf;"alain bashung";1
mondo;"alex m.";1
"mondo candido";amelia;1
"mondo cane";"antonín dvořák";1
"mondo generator";"in flames";2
"mondo grosso";"alicia keys";2
"mondo marcio";"huga flame";3
"mondo rock";"ben folds";1
"mondo topless";"herb alpert";1
mondocane;agalloch;1
mondotek;atb;3
mondscheiner;"die fantastischen vier";1
mondsucht;"assemblage 23";1
"moneda dura";"counting crows";1
moneen;"funeral for a friend";4
money;afi;1
"money mark";"the beatles";4
"money money";"enter shikari";1
moneybrother;"håkan hellström";7
moneyshot;coldplay;1
"mong hang";detroit7;1
"mongo santamaria";radiohead;2
mongol;"beethoven r.";1
mongrel;"aesop rock";1
monica;ne-yo;5
"monica mancini";abba;1
"monica molina";!!!;1
"mónica naranjo";"amy winehouse";3
"monica nogueira";"frank zappa";1
"monica queen";björk;1
"monica richards";allerseelen;1
"mônica salmaso";radiohead;4
"monica schroeder";"antonio vivaldi";1
"monica sex";"billy talent";1
"monica x";"elizabeth & the catapult";1
"monica zetterlund";air;2
"monica zetterlund & bill evans";"arja saijonmaa";1
"monica zetterlund bill evans";air;1
"monica's lips";"bandits of the acoustic revolution";1
